x,predicted,std.error,conf.low,conf.high,group,resp,subset,predictor,x_backtrans,percent_change
1.278296208,0.295639397,0.016888174,0.262201988,0.329076806,1,composition_bcdist,rr,area,18.98,..
1.616055195,0.270899387,0.015193498,0.240817319,0.300981455,1,composition_bcdist,rr,area,41.31,..
1.865222456,0.252648502,0.014941849,0.223064681,0.282232322,1,composition_bcdist,rr,area,73.32,..
1.964401071,0.245383913,0.015097146,0.215492615,0.275275212,1,composition_bcdist,rr,area,92.13,..
2.0533858,0.238866002,0.015356857,0.208460493,0.269271511,1,composition_bcdist,rr,area,113.08,..
2.242913947,0.224983534,0.01626095,0.192787985,0.257179083,1,composition_bcdist,rr,area,174.95,..
2.514547753,0.20508703,0.018255044,0.168943313,0.241230748,1,composition_bcdist,rr,area,327,..
2.931595155,0.17453934,0.022423118,0.130143128,0.218935552,1,composition_bcdist,rr,area,854.27,..
3.149554714,0.158574341,0.024943703,0.109187545,0.207961138,1,composition_bcdist,rr,area,1411.09,..
3.634475255,0.123055112,0.031042177,0.061593762,0.184516461,1,composition_bcdist,rr,area,4309.98,..
